,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
255,label,side:2,tlow,i_tlow,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,text,借,7d,3.3,+,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,label,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,text,公募,求,1000,+,1000,+,1000,+,1000,万,7,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,label,,,,,,,,,total,i_total,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,text,收,7,天,以上,拆借,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,label,side:1,tlow,i_tlow,,mode:101,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,text,借,隔夜,\,n,借,隔夜,\,n,借,隔夜,\,n,借,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,label,side:1,tlow,,,side:1,tlow,,,side:1,tlow,,,side:1,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,text,出,2600w,21d,-,1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,label,side:2,total,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,text,出,隔夜,4000w,\,n,出,7D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,label,side:2,tlow,total,,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,text,求借,隔夜,2000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,label,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,text,出,隔夜,1200W,+,2kw,\,n,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,label,side:2,tlow,total,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,text,DR,加权,出,中债,上午,回款,隔夜,，,大量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,label,,price:1,side:2,tag:12,,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,text,出,6,-,7d,资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,label,side:2,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,text,出,14,天,2.35,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,text,出,隔夜,2000,万,求借,14,天,2000,+,5800,w,\,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,label,side:2,tlow,total,i_total,,tlow,i_tlow,total,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,text,换,7d,1.1,e,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,label,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,text,出一至,两个,月,资金,4000,万,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,label,,,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,text,出,7,天,1.4,亿,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,label,side:2,tlow,i_tlow,total,i_total,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,text,出,7,天,4000,压券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,label,side:2,tlow,i_tlow,,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,text,出,一个月,，,4000,万,，,押券宽松,，,买断,质押,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,label,side:2,,,total,i_total,,tag:23,,mode:103,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,text,出,3D,3000w,私募,类押,aa,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,label,side:2,tlow,total,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,text,出,7d,1.4,e,\,n,\,n,出,5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,label,side:2,tlow,total,i_total,,,,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,text,低价,换,1kw,跨年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,label,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,text,出,2d,2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,text,出,14,天,中债,上清,均,可,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,label,side:2,tlow,i_tlow,tag:12,tag:13,,,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,text,出,6000,万,隔夜,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,label,side:2,total,i_total,tlow,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,text,出,7D,4E,隔夜,0.4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,label,side:2,tlow,total,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,text,借,隔夜,资金,1000,万,，,求,小窗,、,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,label,side:1,tlow,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,text,出,14d,，,4000w,，,有需求,小窗,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,label,side:2,tlow,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,text,出,隔夜,押中债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,label,side:2,tlow,tag:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,text,出,上清,隔夜,１,０,０,０,ｗ,，,４,点前,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,label,side:2,tag:13,tlow,,,,total,i_total,,,,tag:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,text,出,隔夜,-,2D,，,5000,万,，,押存单,或者,利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,label,side:2,tlow,,thigh,,total,i_total,,tag:14,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,text,借,上清,1000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,label,side:1,tag:13,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,text,收跨,月,不,跨,春节,和,跨,春节,资金,，,押利率,或,线下,，,求,各位,金主,大大,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,label,,,,,,,,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,text,收,14,天,资金,押存单,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,label,side:1,tlow,i_tlow,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,text,诚借,7,-,14,天,资金,押利率,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,label,side:1,tlow,,thigh,i_thigh,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,text,出,14D,不想,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,text,借,7,天,5000w,+,2800w,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,label,side:1,tlow,i_tlow,total,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,text,借,隔夜,，,整量,，,可,HUAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,label,side:1,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,text,借,1,-,14,天,资金,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,label,side:1,tlow,,thigh,i_thigh,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,text,出,上清,隔夜,，,可,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,label,side:2,tag:13,tlow,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,text,出,1M,内,资金,，,欢迎,来询,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,text,早,出,7,天,15,天,-,21,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,label,,side:2,tlow,i_tlow,tlow,i_tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,text,出,4d,资金,5900,万,押上清,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,label,side:2,tlow,,total,i_total,tag:13,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,text,出,隔夜,2000W,，,押利率,，,价格,美丽,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,label,side:2,tlow,total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,text,出,5,-,6,天,14,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,label,side:2,tlow,,thigh,i_thigh,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,text,出,4,-,7d,\,n,整量,起,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,label,side:2,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,text,出,19D,5000w,；,21,天,5000w,上清,AA,以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,label,side:2,tlow,total,,tlow,i_tlow,total,tag:13,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,text,出,2,-,6,天,9000W,上清,\,n,出,隔夜,1400W,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,label,side:2,tlow,,thigh,i_thigh,total,tag:13,,,side:2,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,text,借,3,/,6,天,4800,万,中债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,label,side:1,tlow,,thigh,i_thigh,total,i_total,tag:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,text,诚借,7,天,资金,1E,，,押利率,，,押存单,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,label,side:1,tlow,i_tlow,,total,,tag:10,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,text,借,1,个,月,内,拆借,资金,1,亿,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,label,side:1,,,i_tlow,,mode:101,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,text,出,隔夜,5000w,，,限银行,农信,，,早,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,label,side:2,tlow,total,,tag:16,tag:17,,,tag:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,text,借,7,天,资金,4000,万,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,label,side:1,tlow,i_tlow,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,text,出,最后,1,个,7,天,出完,收工,\,n,出,最后,1,个,7,天,出完,收工,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,label,side:2,,,,tlow,i_tlow,,,,,side:2,,,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,text,出,1,-,5d,整量,起,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,label,side:2,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,text,出,8,-,13D,资金,，,限银行,，,押上清,，,欢迎,来,碰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,label,side:2,tlow,,thigh,,,tag:16,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,text,出,3,天,资金,8000,万,正常,还款,\,n,出,6,天,8000,万早,还款,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,label,side:2,tlow,i_tlow,,total,i_total,,tag:21,,,side:2,tlow,i_tlow,,,,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,text,借,隔夜,或,2,天,500,-,1000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,label,side:1,tlow,,tlow,i_tlow,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,text,出,7,天,2kw,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,label,side:2,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,text,临时,出,隔夜,4000,万,，,押利率,，,需,开门,还款,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,label,,side:2,tlow,total,i_total,,tag:10,,,,tag:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,text,出,协议式,7,天,6000,万,\,n,出,银行间,跨,月,7000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,label,side:2,,tlow,i_tlow,total,i_total,,,side:2,,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,text,出,月末,到期,1.8,亿,，,押利率,限银行,，,欢迎,小窗,/,河蟹,/,河蟹,/,河蟹,/,河蟹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,label,side:2,tlow,,total,i_total,,tag:10,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,text,借,隔夜,，,整量,，,公募,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,label,side:1,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,text,借,隔夜,3000w,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,label,side:1,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,text,出,2.7,亿,隔夜,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,label,side:2,total,i_total,tlow,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,text,出,中债,隔夜,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,label,side:2,tag:12,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,text,出,14,天,以上,资金,，,4000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,label,side:2,tlow,i_tlow,,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,text,出,隔夜,，,限户,AA,，,2000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,label,side:2,tlow,,,tag:11,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,text,出,隔夜,1500,万,，,7,天,2000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,label,side:2,tlow,total,i_total,,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,text,出,1.94,亿,三天,内,\,n,押券宽松,，,四点,前,还款,\,n,借,跨,年,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,label,side:2,total,i_total,tlow,,,,tag:23,,,,tag:21,,,side:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,text,顶格,借,隔夜,8000W,",",可,拆,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,label,,side:1,tlow,total,,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,text,出,2D,早,还款,1E,7D,正常,还款,7000W,",",欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,label,side:2,tlow,,tag:21,total,tlow,,tag:21,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,text,出,上清,隔夜,２,８,０,０,ｗ,，,４,点前,还款,，,欢迎,小窗,～,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,label,side:2,tag:13,tlow,,,,,,,,,tag:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,text,3.44,借,3,-,7,天,，,加点,借,8,-,14,天,，,3,亿,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,label,,side:1,tlow,,thigh,i_thigh,,price:2,side:1,tlow,,thigh,i_thigh,,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,text,出,隔夜,4000,万,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,label,side:2,tlow,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,text,借,隔夜,3,亿元,，,上清,中债,拆借,皆,可,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,label,side:1,tlow,total,i_total,,tag:13,tag:12,mode:101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,text,出,一个月,资金,，,押利率,、,存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,label,side:2,tlow,,,tag:10,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,text,出,０,.,４,２,ｅ,中债,７,ｄ,～,～,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,label,side:2,total,,,,,tag:12,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,text,出,两天,1,亿,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,label,side:2,,total,i_total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,text,出,7d,4000w,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,text,出,质押,转,买断,质押,转,dc,额度,~,~,有,兴趣,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,label,side:2,mode:102,,mode:103,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,text,出,4,-,7,天,6200,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,label,side:2,tlow,,thigh,i_thigh,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,text,诚借,隔夜,到,7,天,资金,，,押利率,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,label,side:1,tlow,,thigh,i_thigh,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,text,借,隔夜,，,1.87,亿,，,押利率或存单,，,求抖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,label,side:1,tlow,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,text,出,1.4,亿,隔夜,，,押利率,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,label,side:2,total,i_total,tlow,,tag:10,,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,text,借,：,隔夜,1,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,label,side:1,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,text,出,4D,2000,万,，,5D,1000,万,，,有,匹配,的,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,label,side:2,tlow,total,i_total,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,text,出,隔夜,资金,2.65,亿,，,三点,前,还款,，,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,label,side:2,tlow,,total,i_total,,,,tag:21,,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,text,出,隔夜,5000,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,text,出,隔夜,3800w,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,label,side:2,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,text,咱们,公司,是,做,手刷,蓝牙,POS,机,的,，,目前,在,做,一个,市场推广,，,针对,信用卡,客户,免费,赠送,一台,价值,90,元,的,POS,机,，,只要,您,签收,并,首次,使用,，,就,给,您,返,150,元,的,微信,红包,，,有需要,的,加,
481,label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,text,借,14,天,资金,，,押利率,，,早,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,label,side:1,tlow,i_tlow,,,tag:10,,,tag:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,text,早,吖,出,14D,27,-,28D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,label,,,side:2,tlow,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,text,借,2,个,月,资金,，,押利率,，,请,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,label,side:1,,,i_tlow,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,text,出,跨,春节,上清,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,label,side:2,,,tag:13,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,text,借,上清,隔夜,，,押CD,，,大量,，,价格,好,说,，,求,出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,label,side:1,tag:13,tlow,,tag:14,,,,,,,,,side:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,text,出,隔夜,资金,押利率,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,label,side:2,tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,text,出,隔夜,1500w,，,押券宽松,，,求,带走,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,label,side:2,tlow,total,,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,text,出,隔夜,整量,限公募,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,text,借,2,-,9,天,4000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,label,side:1,tlow,,thigh,i_thigh,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,text,出钱,不,超过,5d,\,n,价格,随意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,label,,,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,text,出,600w,月,内,任意,期限,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
